	TCGA-S3-AA0Z-01	TCGA-S3-A6ZH-01	TCGA-S3-A6ZF-01	TCGA-S3-AA11-01	TCGA-S3-AA14-01	TCGA-S3-AA15-01	TCGA-S3-AA10-01	TCGA-S3-A6ZG-01	TCGA-S3-AA17-01	TCGA-S3-AA12-01
AIDA	3602	3331	3184	1683	1079	1842	2027	3631	3081	750
AIF1L	4713	872	3086	1870	577	2539	16690	3578	1617	44
AIF1	1185	658	873	358	410	1389	1400	1061	1283	323
AIFM1	1961	4999	2471	2910	2699	1553	1594	3466	2312	2630
AIFM2	1542	809	1229	1209	310	1142	1705	815	945	711
AIFM3	22	50	85	126	105	36	28	96	356	27
AIG1	1319	2476	1529	1338	1259	730	505	1411	1916	1530
AIM1L	210	11	214	50	1	48	133	339	21	4
AIM1	17852	2891	3572	4741	2857	2431	4023	6392	3008	1240
AIM2	71	23	55	3	4	365	620	53	465	6
AIMP1	2337	3625	4175	2406	1917	1089	2780	4737	2410	3147
AIMP2	1824	1470	1703	818	707	757	857	830	1362	807
AIPL1	0	0	0	0	0	0	1	1	0	0
AIP	1712	6188	3443	1646	885	2066	2717	8321	2371	2397
AIRE	1	0	2	0	2	1	4	0	4	0
AJAP1	110	5	8	25	5	60	5	8	54	2
AK1	5059	1560	996	1593	726	1105	1393	713	1066	1025
AK2	6984	5924	4803	4806	3621	4393	8810	6225	4788	3562
AK3L1	101	187	437	492	1163	477	516	120	345	171
AK3	3760	2802	3678	2914	2343	2241	2105	3989	594	1538
AK5	8	60	76	508	123	156	16	39	10	26
AK7	53	96	140	40	14	11	9	397	35	217
AKAP10	1352	3994	2009	1314	1099	588	722	2280	941	1382
AKAP11	4761	2802	5788	1946	1931	1153	1785	3254	2145	3506
AKAP12	439	598	1299	453	2503	1352	485	1107	1199	209
AKAP13	15771	7033	8725	5034	6070	8188	4970	8895	7886	3634
AKAP14	0	0	257	1	0	1	0	79	2	0
AKAP1	3325	11375	5014	2771	3875	1813	9156	4890	5551	3803
AKAP2	650	709	1720	635	985	2007	2026	811	2226	187
AKAP3	24	26	7	6	141	42	417	126	22	16
AKAP4	0	0	0	0	0	0	0	0	0	0
AKAP5	350	212	391	461	704	99	349	412	329	220
AKAP6	86	34	110	65	73	59	27	252	58	69
AKAP7	557	122	135	238	127	183	242	424	231	147
AKAP8L	8900	1959	2358	4181	3276	2156	3002	3814	2617	3307
AKAP8	7421	2262	2036	2379	1276	1440	2644	3344	1675	1389
AKAP9	2186	14329	8192	4463	6782	2426	3051	14387	7085	4709
AKD1	713	258	479	608	100	150	56	591	227	209
AKIRIN1	2218	3170	4074	2607	1720	2124	2684	2869	2696	2640
AKIRIN2	2700	1369	1320	1544	580	1662	1903	1530	1267	713
AKNAD1	2	5	2	8	4	2	2	6	3	1
AKNA	2374	1254	1916	990	1070	3597	4542	2054	5312	536
AKR1A1	5054	9488	5560	6979	4430	5375	5358	6873	5418	6833
AKR1B10	0	2	10	2	14	4	1	92	2	0
AKR1B15	0	0	3	2	20	2	2	8	0	0
AKR1B1	1643	802	1591	567	1098	2636	5642	2080	1622	511
AKR1C1	2297	97	238	74	134	483	47	61	13	10
AKR1C2	8289	27	130	92	102	674	7	51	3	10
AKR1C3	1104	253	368	1209	1757	1851	73	1043	143	178
AKR1C4	2	0	0	1	0	0	0	0	0	0
AKR1CL1	6	0	0	6	0	1	6	0	3	2
AKR1D1	0	2	0	1	96	15	0	1	5	0
AKR1E2	519	29	13	107	29	175	203	18	7	4
AKR7A2	2224	4254	2521	4179	2927	1223	1818	3334	2504	6080
AKR7A3	45	2199	32	6	2945	9	47	2279	293	29891
AKR7L	106	134	60	123	225	10	26	232	53	1089
AKT1S1	3939	4406	2211	2993	2403	2486	3052	3600	2896	2872
AKT1	9818	15632	17089	12213	10904	5780	6498	14793	17129	7833
AKT2	7454	13434	5627	6909	6384	4947	7568	9971	8550	9244
AKT3	390	467	1010	337	1029	721	575	769	553	192
AKTIP	573	2953	1511	1335	1188	497	801	1420	1044	1182
ALAD	4562	6070	4638	5435	3532	1752	1548	3069	3132	3439
ALAS1	2569	1712	1909	1337	1462	1449	4205	3148	1633	1698
ALAS2	3	0	1	1	0	8	0	4	0	0
ALB	3	42	20	689	76	25	40	34	18	80
ALCAM	2908	38215	6684	4262	30037	2276	1050	37226	2444	12142
ALDH16A1	2283	3663	1733	2190	2230	2091	2009	1716	2055	2817
ALDH18A1	6630	4152	7813	4838	3823	4760	4851	7630	6508	5400
ALDH1A1	553	375	784	439	844	579	1194	1321	1281	151
ALDH1A2	106	175	50	9	198	187	10	36	18	5
ALDH1A3	410	225	682	280	3100	1325	473	605	693	67
ALDH1B1	3250	1300	3244	1337	1329	2038	2036	1813	1948	659
ALDH1L1	36	25	28	17	36	215	6	14	0	1
ALDH1L2	721	194	977	282	1255	1417	1298	657	443	224
ALDH2	2188	2135	3360	3945	13272	3290	3273	10701	5794	5380
ALDH3A1	21	45	7	6	7	5	45	9	2	1
ALDH3A2	6652	11250	4077	3299	3617	1045	1565	10595	2332	11511
ALDH3B1	1507	1431	718	398	224	412	577	601	627	350
ALDH3B2	2621	57163	3690	22692	21989	889	260	24221	1931	14025
ALDH4A1	886	3430	1668	3003	14752	996	1428	1904	802	1230
ALDH5A1	698	1421	904	1319	1046	576	1566	1628	1823	2486
ALDH6A1	432	2217	847	626	1781	398	171	2554	677	1501
ALDH7A1	3597	10472	4275	3717	6858	2142	3366	3529	1661	2371
ALDH8A1	7	25	11	81	97	34	16	44	43	49
ALDH9A1	7111	13159	12363	6284	4729	3438	3437	10635	5777	6426
ALDOA	55870	152097	39849	71387	50959	29154	34380	69118	47100	86948
ALDOB	93	2	5	8	2	3	5	6	4	0
ALDOC	2200	153	966	159	243	423	530	125	321	1428
ALG10B	1513	1610	1380	1010	713	201	301	999	567	1268
ALG10	631	716	411	363	297	152	177	663	197	189
ALG11	155	72	128	64	38	31	37	49	36	56
ALG12	1212	2442	1174	1557	1527	982	847	1590	3836	1954
ALG13	672	1337	4029	1112	933	629	885	1693	936	1276
ALG14	470	540	418	413	337	401	339	636	488	476
ALG1L2	3	1	3	1	0	4	0	0	1	1
ALG1L	7	28	794	15	17	6	4	21	8	7
ALG1	2146	3724	1654	1409	1294	1252	932	3502	1522	1397
ALG2	1465	2510	1691	1858	997	1113	1514	2535	2148	1660
ALG3	4569	3176	3130	1673	1764	3099	3379	1469	2498	1691
ALG5	1932	1681	1942	1190	1569	1362	1182	1107	914	1087
ALG6	1245	1379	1382	662	758	409	788	1684	568	638
ALG8	1437	2292	7816	1080	1893	1507	1016	1580	2992	2594
ALG9	836	1043	1068	1094	1157	1117	1259	1069	929	435
ALKBH1	423	1103	460	611	528	341	407	1448	446	630
ALKBH2	1022	845	682	520	455	779	748	1061	431	511
ALKBH3	1263	706	319	822	527	623	788	834	522	386
ALKBH4	370	782	875	639	466	484	478	697	533	640
ALKBH5	5110	12079	4840	5462	4895	3442	3844	7866	3033	4831
ALKBH6	404	862	380	364	216	308	271	544	272	511
ALKBH7	1055	2277	1056	1360	1539	1116	908	2252	2189	1867
ALKBH8	335	478	422	446	402	255	608	528	395	309
ALK	2	3	17	6	5	11	9	17	10	0
ALLC	0	0	0	0	0	0	2	0	0	0
ALMS1P	5	2	26	34	16	3	13	24	37	26
ALMS1	3184	2098	3263	2144	1339	716	2619	3393	1960	1464
ALOX12B	1	0	1	5	7	1	26	33	1	6
ALOX12P2	5	122	43	595	3	57	161	4	10	100
ALOX12	25	10	4	25	19	7	12	25	10	27
ALOX15B	10	40	770	61	62811	57	77	1439	1459	49
ALOX15	21	213	42	34	5	2	5	36	6	3
ALOX5AP	838	574	1253	273	427	1020	1076	1851	986	257
ALOX5	1140	920	955	495	566	1355	1384	1467	1385	783
ALOXE3	6	14	93	22	14	5	32	133	4	90
ALPI	7	0	0	0	0	0	0	0	0	0
ALPK1	1408	1089	748	1341	781	882	1077	2084	742	1263
ALPK2	79	4	204	20	75	165	109	47	131	20
ALPK3	309	155	344	222	570	318	237	394	165	154
ALPL	1943	939	248	457	1151	3265	623	170	750	762
ALPPL2	5	5	0	0	0	0	40	0	0	0
ALPP	2	0	1	0	0	0	573	2	0	0
ALS2CL	1256	217	526	326	234	499	298	345	820	41
ALS2CR11	1	36	17	6	21	4	2	13	3	1
ALS2CR12	16	10	10	18	3	2	4	5	9	1
ALS2CR4	2492	1848	1327	1343	624	968	2659	1562	676	730
ALS2CR8	731	505	478	459	241	140	187	952	388	424
ALS2	1967	2032	2554	1487	710	725	2078	2682	1520	1444
ALX1	91	0	0	0	0	0	76	4	0	0
ALX3	381	22	27	76	55	63	314	74	37	43
ALX4	5	10	10	4	36	9	0	2	2	0
AMAC1L2	11	0	5	6	1	4	2	3	2	2
AMAC1L3	0	1	0	5	2	1	0	9	0	1
AMAC1	0	0	1	0	0	0	0	0	1	0
AMACR	417	1261	880	729	1796	257	162	1297	212	1137
AMBN	0	0	0	0	0	0	0	0	0	0
AMBP	2	126	69	8	14	0	1	6	80	8
AMBRA1	2732	3814	1920	3271	1959	1561	2239	2951	2895	2664
AMD1	7261	4169	3331	1863	1648	3295	6887	5741	3784	1130
AMDHD1	40	62	13	97	70	10	652	19	10	634
AMDHD2	381	1479	1037	866	745	557	526	2091	783	1641
AMELX	0	0	0	0	1	0	0	0	0	0
AMELY	0	0	0	0	0	0	0	0	0	0
AMFR	3034	57465	10644	8786	7733	3060	3683	8271	11328	12821
AMHR2	1	4	0	5	1	0	1	7	0	14
AMH	1463	9	26	26	73	6	6	5	6	102
AMICA1	427	437	426	53	128	945	939	378	1262	99
AMIGO1	259	376	275	273	363	125	171	281	398	113
AMIGO2	246	1338	11234	1166	839	580	3283	1074	3753	5634
AMIGO3	722	126	117	392	303	376	241	319	177	232
AMMECR1L	2243	2731	2435	1842	939	1314	1740	2606	1708	1680
AMMECR1	865	2015	5398	738	591	729	999	2465	1089	258
AMN1	266	644	1060	443	544	192	245	430	384	405
AMN	15	2	2	1	2	26	20	2	6	3
AMOTL1	2797	1075	1683	1019	3460	2282	4127	1214	1059	275
AMOTL2	3333	3101	5375	1471	3073	1642	5894	2360	2907	2151
AMOT	2804	1276	8475	2416	712	1181	1052	1892	1670	604
AMPD1	5	8	13	1	22	363	44	103	21	4
AMPD2	2451	1636	1670	1698	921	2194	2830	1828	2145	2046
AMPD3	624	621	857	479	159	591	877	742	878	586
AMPH	193	182	447	119	170	116	37	157	45	196
AMTN	2583	0	0	0	0	33	7	0	2	0
AMT	863	261	182	425	569	277	147	447	235	454
AMY1A	74	2	2	14	3	11	8	17	9	15
AMY2A	1	1	2	5	2	1	0	9	1	3
AMY2B	184	373	153	526	857	423	304	778	554	658
AMZ1	32	144	347	167	84	14	42	420	242	20
AMZ2P1	431	504	554	411	291	238	237	942	453	612
AMZ2	2636	5710	4333	2707	1860	2330	2218	6239	3404	2826
ANAPC10	420	484	420	218	153	136	234	467	235	264
ANAPC11	2167	8090	3698	2465	2290	2259	4336	3749	2871	2968
ANAPC13	2586	5222	2614	2420	2709	1425	1261	3237	1817	1153
ANAPC16	5017	3682	4549	5034	3762	3196	3897	4935	2883	5810
ANAPC1	1868	1908	1919	1205	780	1090	1526	2885	2631	866
ANAPC2	3554	2911	4893	2980	2124	1454	1814	3210	2464	2731
ANAPC4	1577	1489	1159	1262	530	818	602	2083	1163	702
ANAPC5	15615	8743	9662	5959	5115	5776	4247	7860	6494	4419
ANAPC7	4062	5985	5210	3086	2374	2144	2156	3413	2160	2612
ANGEL1	1085	1620	1562	1285	1509	1162	862	1968	1373	928
ANGEL2	4691	2846	2996	1919	1045	743	1779	4189	1825	836
ANGPT1	239	29	122	38	61	160	263	86	55	41
ANGPT2	276	366	352	324	236	437	341	292	345	272
ANGPT4	1	2	4	2	0	1	1	3	2	0
ANGPTL1	20	42	54	15	38	131	31	53	63	5
ANGPTL2	1400	2984	1288	957	3421	6017	2548	2775	1033	691
ANGPTL3	3	1	0	4	1	0	1	1	1	4
ANGPTL4	441	246	1024	229	276	2841	493	224	204	32
ANGPTL5	8	4	2	3	2	1	1	15	0	0
ANGPTL6	6	8	9	35	17	56	53	27	29	8
ANGPTL7	1	0	0	0	3	4	19	4	2	0
ANG	457	1758	843	927	317	264	260	2084	1684	512
ANK1	38	2041	18	18	17	79	91	24	153	15
ANK2	524	176	891	195	372	745	423	289	472	81
ANK3	5029	1130	2706	3230	2583	568	763	4437	2740	4515
ANKAR	145	36	116	55	24	37	41	100	79	28
ANKDD1A	151	78	216	225	129	247	107	144	110	71
ANKFN1	5	106	50	11	3	0	0	4	2	0
ANKFY1	5854	3318	4102	4622	4525	2207	4998	6795	3520	4807
ANKHD1-EIF4EBP3	1915	2676	2673	4060	2192	1432	793	3634	1887	1196
ANKHD1	7509	11320	10661	3530	4648	2607	3473	9844	8151	3802
ANKH	2491	813	2794	3098	1813	3980	1600	3747	1562	795
ANKIB1	2134	5642	7374	3183	2662	1787	2585	4124	4148	2251
ANKK1	5	12	13	124	199	25	10	71	3	11
ANKLE1	307	19	18	36	11	117	285	26	47	57
ANKLE2	5461	5272	5381	5511	2613	3150	5001	5271	2133	2459
ANKMY1	871	693	977	996	257	315	590	1483	1282	703
ANKMY2	861	1570	1842	457	534	806	536	984	1300	765
ANKRA2	793	1691	999	966	644	299	294	2393	623	623
ANKRD10	4922	2541	4472	6576	2590	2657	8102	14361	2776	2679
ANKRD11	6663	8895	5210	6730	3406	4093	7104	5016	4241	2829
ANKRD12	1432	4011	2692	1701	2535	1080	1795	4819	2581	2837
ANKRD13A	3539	4058	3774	1568	2551	2144	1866	3477	2066	1887
ANKRD13B	2547	331	374	610	226	624	951	1320	420	308
ANKRD13C	1193	1913	1467	1135	1160	533	988	1934	734	973
ANKRD13D	2918	7471	3803	2653	920	1704	2001	6061	2413	1709
ANKRD16	809	565	619	480	343	425	619	672	973	380
ANKRD17	7470	8003	7975	6384	5910	2997	8941	10148	6198	4991
ANKRD19	135	121	154	171	144	141	151	177	123	293
ANKRD1	6	4	2	7	2	201	479	3	6	8
ANKRD20A3	54	29	6	13	20	28	19	87	27	30
ANKRD20A4	3	0	1	0	0	4	5	2	0	12
ANKRD20B	42	15	5	5	7	16	7	26	9	63
ANKRD22	261	681	2305	163	61	146	1132	422	856	318
ANKRD23	209	84	149	217	176	153	87	192	179	152
ANKRD24	42	169	18	215	49	48	28	265	59	87
ANKRD26P1	0	0	0	0	2	2	1	10	2	0
ANKRD26	1951	945	938	830	374	371	707	1950	918	523
ANKRD27	2466	7772	4183	1808	1060	1205	3313	4055	2127	7844
ANKRD28	2075	5023	9550	3076	2893	1956	3063	9686	2880	2670
ANKRD29	29	137	39	79	81	81	18	33	42	270
ANKRD2	1	0	8	4	9	2	4	1	1	2
ANKRD30A	8	2594	3	2980	6274	22	0	4134	2479	0
ANKRD30B	0	3972	72	1051	859	4	0	6	2555	156
ANKRD31	7	8	9	7	4	1	1	14	6	15
ANKRD32	761	1411	733	395	422	169	280	1070	264	452
ANKRD33	0	1	0	1	2	1	0	0	0	0
ANKRD34A	144	47	35	56	85	63	27	69	24	3
ANKRD34B	2	81	24	27	0	15	2	1	0	117
ANKRD34C	0	0	0	0	2	4	3	0	0	0
ANKRD35	1117	307	78	61	132	293	30	108	49	21
ANKRD36BP1	1439	274	364	98	194	306	252	507	286	82
ANKRD36B	201	42	79	113	166	31	50	290	349	12
ANKRD36	863	292	354	698	586	320	192	817	1030	173
ANKRD37	245	207	195	217	98	145	291	291	187	323
ANKRD39	235	397	527	321	160	354	354	424	542	517
ANKRD40	2919	5339	3787	2444	4246	1641	5299	4045	2450	2982
ANKRD42	622	485	4053	877	444	235	348	937	417	1269
ANKRD43	28	8	131	54	215	22	33	563	80	70
ANKRD44	405	199	334	60	86	328	310	142	732	63
ANKRD45	4	4	36	10	8	19	80	6	49	2
ANKRD46	1080	1382	2312	673	411	357	740	1220	589	1333
ANKRD49	800	637	1045	875	549	495	616	827	463	336
ANKRD50	2259	4067	13689	4822	3129	982	1900	28540	1591	1348
ANKRD52	6682	5249	8846	5604	3620	2482	5333	6040	3578	4468
ANKRD53	84	8	42	10	18	63	55	23	35	2
ANKRD54	2032	1386	1070	1222	871	795	914	1363	1283	1047
ANKRD55	11	21	26	1	1	42	25	18	77	0
ANKRD56	14	442	352	251	135	35	431	658	560	156
ANKRD57	1348	530	1554	1057	1275	687	964	1320	863	1511
ANKRD58	64	27	54	37	17	62	135	103	57	30
ANKRD5	395	1089	1418	832	508	127	413	1682	1521	481
ANKRD6	364	120	533	303	543	493	259	361	275	218
ANKRD7	1	1	6	0	1	0	5	4	2	2
ANKRD9	458	114	83	230	283	250	306	196	232	387
ANKS1A	5016	3797	3107	2472	2021	1995	3446	3034	2390	2348
ANKS1B	41	1211	349	704	190	31	8	346	721	211
ANKS3	2090	923	997	1508	715	756	508	1935	745	1097
ANKS4B	2	4	0	0	0	0	0	1	0	0
ANKS6	2240	130	239	259	296	579	1775	192	144	548
ANKZF1	2295	1828	1632	2866	1002	1763	2583	2763	2217	1572
ANLN	6288	3428	3271	700	1564	2055	5267	5004	1754	948
ANO10	1877	2002	6561	1485	1845	1255	857	1312	1552	1974
ANO1	15473	40096	3655	7585	10486	6649	8206	11885	7094	7445
ANO2	11	149	52	248	55	19	23	34	192	595
ANO3	1	180	4	270	2	10	1	1	1	301
ANO4	5	1	9	10	14	5	61	2	3	0
ANO5	7	4	17	345	6	17	26	5	224	0
ANO6	2722	3908	4654	4099	4238	2443	2536	8832	4367	2356
ANO7	19	64	26	701	14	45	32	27	21	67
ANO8	6863	1766	1508	1244	860	611	890	1749	1432	632
ANO9	1221	1306	738	1411	360	502	854	1041	1935	1218
ANP32A	9196	12253	10197	6179	5835	4312	6371	8894	4015	10319
ANP32B	19442	11809	7390	4744	2481	5397	14554	9181	7190	4667
ANP32C	2	15	16	7	8	2	3	12	3	4
ANP32D	0	0	0	1	0	0	0	3	0	0
ANP32E	19660	7648	4947	1609	1169	3614	8853	5871	1588	1261
ANPEP	699	629	1835	408	1688	1835	2780	13293	6012	237
ANTXR1	11218	4833	9665	5090	14900	6946	5875	10499	3201	4189
ANTXR2	1118	711	1437	968	1292	1988	1629	1227	1598	593
ANTXRL	42	4	0	1	1	1	4	1	1	0
ANUBL1	856	212	270	357	447	267	467	527	806	798
ANXA10	0	0	1	1	0	0	0	3	6	3
ANXA11	4830	5454	9033	6740	6664	7081	10991	7646	8760	6415
ANXA13	3	4	6	7	5	7	0	8	7	1
ANXA1	3555	5512	5161	3028	2414	7586	9482	3562	2900	899
ANXA2P1	294	439	225	200	140	192	311	209	118	51
ANXA2P2	20160	24776	12371	9645	8070	10929	15646	11534	6656	3024
ANXA2P3	5	34	20	5	3	3	9	21	5	1
ANXA2	51688	68547	33322	28031	21997	33742	43244	30567	17767	8956
ANXA3	83	1138	1442	533	450	778	2448	1199	1525	265
ANXA4	3078	5870	4015	3576	3214	1616	2297	5856	2400	3573
ANXA5	28553	21691	16483	15029	12958	10578	20914	17065	14027	6862
ANXA6	11674	30144	16754	12341	16061	11603	12827	9834	12836	11318
ANXA7	6969	7340	8909	6271	6035	4463	6462	7821	7117	8762
ANXA8L1	41	0	0	0	0	0	0	0	0	0
ANXA8L2	10539	94	5	211	262	552	3357	57	1	0
ANXA8	25507	181	32	465	311	935	6892	98	7	2
ANXA9	165	5700	8380	2337	1096	81	77	2066	5804	755
AOAH	611	303	398	62	155	623	1043	349	1254	121
AOC2	97	53	15	64	116	56	69	73	15	97
AOC3	1189	1000	1131	593	1412	4531	480	1202	779	203
AOX1	434	44	403	204	81	675	45	372	211	32
AOX2P	0	2	0	4	1	0	0	3	0	4
AP1AR	1554	2428	3036	1666	779	407	1320	4437	1256	2263
AP1B1	6696	10260	8271	6777	9192	7866	7065	7628	8087	7913
AP1G1	3481	25475	8302	8055	4115	2602	3645	5995	3843	7674
AP1G2	1678	6890	4643	6958	4306	1889	2719	8463	5399	5556
AP1M1	15600	2127	1891	1893	2021	2202	3091	3542	2340	1476
AP1M2	4227	10606	3961	7316	5348	1055	4404	6971	3680	11605
AP1S1	1304	4327	4664	3062	1613	1552	2041	2402	2327	1807
AP1S2	1500	802	684	385	361	721	782	854	604	238
AP1S3	269	519	644	339	298	321	858	370	398	310
AP2A1	6814	13697	8227	3873	5718	5104	7027	8897	5802	5947
AP2A2	7421	7789	3590	5329	3419	3110	3281	4107	5199	4022
AP2B1	24190	62680	20808	21516	9189	9236	11660	43958	26504	15423
AP2M1	31055	18641	21098	13809	11881	18804	19167	11533	14639	9263
AP2S1	3540	7841	2976	3379	3565	3399	6624	3117	3142	2929
AP3B1	5546	7530	6313	3137	3064	2036	2000	5768	4095	3165
AP3B2	6	9	89	92	12	57	59	34	66	0
AP3D1	8513	9823	8495	11272	6688	6304	8324	11359	11966	9454
AP3M1	4664	3426	5934	3296	2377	2274	3896	4219	3372	3541
AP3M2	1367	7214	2266	1252	681	892	2680	1490	1166	263
AP3S1	1497	2225	2199	2966	1380	1371	2020	2186	1182	1826
AP3S2	2457	6625	4649	2702	3987	2266	1959	6089	2439	3592
AP4B1	1571	885	800	711	649	695	1136	718	1064	416
AP4E1	1339	1300	1116	604	668	407	740	1079	504	476
AP4M1	655	1383	1924	1740	808	770	683	1011	1017	948
AP4S1	85	407	107	158	159	77	88	227	266	141
APAF1	1876	2193	2754	1053	858	937	1138	2643	1529	886
APBA1	143	407	534	165	269	218	325	204	222	82
APBA2	1343	65	369	97	129	371	1312	133	138	87
APBA3	782	582	549	609	438	678	905	827	859	715
APBB1IP	1062	418	818	231	375	1625	1348	1077	1275	169
APBB1	2407	2014	952	327	581	884	708	398	2650	306
APBB2	1753	4161	3475	5623	4923	1228	925	9233	3148	4005
APBB3	1456	1046	1641	1453	566	648	415	1964	1260	826
APC2	22	11	10	118	21	16	8	11	18	45
APCDD1L	208	16	52	50	63	389	44	54	43	33
APCDD1	2948	403	574	302	1111	738	253	319	264	645
APCS	0	0	0	0	0	0	0	0	1	0
APC	3623	2956	3233	1581	2230	745	1102	2840	990	1108
APEH	4141	5235	5778	4025	7002	3758	3319	5987	3440	6624
APEX1	3777	14093	7957	9134	5309	4160	11038	14698	6056	4702
APEX2	2012	2717	2333	1609	1501	1296	2425	2526	1173	1954
APH1A	23116	31745	22921	12812	7707	8217	17680	20927	13497	9159
APH1B	475	1787	1625	1277	572	699	305	1736	471	1688
API5	8788	10985	5494	5088	4403	3368	6692	8110	5380	4251
APIP	1084	1196	729	736	667	492	867	1428	652	475
APITD1	1225	1098	784	661	429	243	688	1258	438	413
APLF	239	21	257	136	38	95	191	63	32	43
APLNR	3437	1471	1842	980	1506	5539	1711	1163	982	675
APLN	133	195	311	139	132	109	533	132	87	1169
APLP1	1388	42	468	472	28	247	260	113	293	9
APLP2	24458	32784	25983	20786	72699	19169	29790	22894	18905	46262
APOA1BP	4257	10636	8437	5289	2672	3803	3653	4898	5583	3754
APOA1	4	20	3	9	3	5	7	1	4	21
APOA2	0	1	0	0	0	1	5	0	0	0
APOA4	0	1	0	0	0	0	0	0	0	0
APOA5	0	9	0	2	0	0	0	0	3	3
APOB48R	783	2158	965	582	633	550	1348	1008	1096	383
APOBEC1	0	5	0	0	0	0	0	2	0	0
APOBEC2	10	9	7	2	17	1	4	8	4	3
APOBEC3A	158	24	31	20	9	33	292	31	937	15
APOBEC3B	1699	619	423	447	242	281	1093	362	618	295
APOBEC3C	307	239	386	650	200	864	1101	384	836	90
APOBEC3D	208	179	160	68	61	574	623	472	553	60
APOBEC3F	1223	358	369	782	95	573	893	537	723	193
APOBEC3G	558	397	587	257	191	1011	1756	645	1619	80
APOBEC3H	10	6	9	9	6	25	48	37	69	8
APOBEC4	0	0	185	5	0	0	0	218	0	0
APOB	0	11	2	1	9	31	0	0	0	0
APOC1P1	1	0	4	0	1	5	0	3	0	0
APOC1	1585	1685	5139	2333	2109	1591	7387	4817	2974	636
APOC2	251	217	312	102	168	70	406	831	78	37
APOC3	0	1	2	0	0	1	0	0	0	0
APOC4	1	1	9	3	6	3	4	5	4	1
APOD	483	34748	4126	1740	14884	3214	234	1151	4736	2992
APOE	13842	8759	24458	13526	12046	19598	44589	25556	21099	7385
APOF	0	0	2	6	124	2	0	77	1	57
APOH	0	0	0	0	0	0	0	0	0	0
APOL1	10168	3904	4414	1137	1230	5628	9311	3970	6572	1043
APOL2	5822	1823	2483	2557	1679	2571	3240	3058	3529	978
APOL3	3906	1490	1465	657	549	1619	4605	3284	3109	954
APOL4	254	441	449	311	4	705	937	1495	593	83
APOL5	1	0	0	0	0	4	1	4	1	0
APOL6	16222	3331	5442	2540	1346	4112	15122	6841	10325	1102
APOLD1	1754	997	1743	565	2001	4872	1432	1245	1726	487
APOM	241	66	76	102	84	92	48	122	56	21
APOOL	445	802	554	280	415	146	342	724	410	470
APOO	964	1428	1412	545	360	884	937	965	591	708
APPBP2	2126	4572	3875	2624	2007	1217	2249	4007	2487	2015
APPL1	4037	1354	4168	2139	3008	1872	2723	6144	2276	4318
APPL2	2360	2738	4682	2519	3348	1266	667	7088	1392	2361
APP	196415	43939	46272	38676	53024	43646	81753	29204	24127	43614
APRT	1641	10881	2774	3449	2214	3206	1566	2508	2430	3280
APTX	3052	2251	2181	1305	1257	813	1333	2412	1476	1431
AQP10	0	1	1	1	4	2	0	13	0	1
AQP11	10	45	193	204	139	30	24	183	60	254
AQP12A	0	0	0	0	0	0	0	0	0	0
AQP12B	1	0	0	0	0	0	0	0	0	1
AQP1	5657	4673	4505	3068	4329	13683	1651	3452	4657	1471
AQP2	2	13	1	0	1	1	3	11	9	0
AQP3	4330	27519	185	2476	23220	778	1750	7593	6028	55
AQP4	10	10	19	16	10	6	0	14	2	16
AQP5	44	115	36	19	74	128	3615	162	182	0
AQP6	5	12	3	5	4	5	164	100	54	1
AQP7P1	14	3	17	13	5	69	4	3	11	7
AQP7P3	0	1	0	2	0	1	0	1	0	0
AQP7	15	49	43	17	74	270	3	18	16	1
AQP8	3	9	3	1	6	1	4	6	1	13
AQP9	212	17	109	36	9	428	238	116	72	25
AQPEP	5	7	17	15	12	33	5	7	8	5
AQR	3442	4834	3662	2353	2092	1105	1564	3675	1601	1050
ARAF	4120	3631	4907	2496	2620	2871	3920	4817	3114	2968
ARAP1	6498	3329	9888	7190	3913	5889	5804	5757	7783	3627
ARAP2	888	936	895	517	324	446	783	1292	1221	161
ARAP3	2805	369	480	431	679	1231	989	494	393	182
ARCN1	6610	11214	12933	9182	12127	8117	9809	8878	7837	4745
ARC	2	49	10	256	253	8	82	24	283	619
AREG	59	338	475	2705	482	300	93	1445	125	241
ARF1	45166	58148	49795	27377	18005	23957	33326	33496	53106	24350
ARF3	10268	25258	36291	13634	9608	5690	3110	20785	12112	15442
ARF4	10831	10784	15404	7319	10088	10159	7671	12580	6664	6029
ARF5	3741	10141	8559	7444	2788	5162	7303	6079	6772	4493
ARF6	5651	29331	24642	7779	4712	3793	8208	11986	6040	12209
ARFGAP1	3632	4958	7866	6688	4227	4092	4951	6089	7054	3869
ARFGAP2	4014	8226	5730	6081	3566	3574	3942	6827	5805	5639
ARFGAP3	4534	2124	2102	2244	2273	2127	1912	5547	3190	750
ARFGEF1	6826	8748	10678	4836	5068	2785	4907	12237	5250	8491
ARFGEF2	3574	12096	13174	6039	4405	1735	3833	8953	10667	5342
ARFIP1	2583	4169	4463	2340	2177	803	1050	4899	1753	2184
ARFIP2	2668	8583	4559	8025	6108	1526	2135	6186	8251	8822
ARFRP1	1190	2203	3547	1496	1211	1652	2107	2089	3061	1368
ARG1	0	1	1	1	3	0	0	0	0	1
ARG2	363	384	267	191	185	414	601	566	327	291
ARGFXP2	2	3	4	5	0	3	1	1	12	0
ARGFX	0	0	0	0	0	2	0	0	0	0
