	TCGA-OL-A5RW-01	TCGA-OL-A5RX-01	TCGA-OL-A6VR-01	TCGA-OL-A5S0-01	TCGA-OL-A5RV-01	TCGA-OL-A66O-01	TCGA-OL-A5RZ-01	TCGA-OL-A66P-01	TCGA-OL-A66J-01	TCGA-OL-A66H-01	TCGA-OL-A97C-01	TCGA-OL-A66L-01	TCGA-OL-A66N-01	TCGA-OL-A66I-01	TCGA-OL-A5D7-01	TCGA-OL-A6VO-01	TCGA-OL-A5DA-01	TCGA-OL-A5D8-01	TCGA-OL-A5RU-01	TCGA-OL-A5D6-01	TCGA-OL-A6VQ-01	TCGA-OL-A66K-01	TCGA-OL-A5RY-01
CPPED1	1072	1514	1922	1680	1528	1225	671	1085	1371	641	457	934	1553	1892	472	2348	2071	3246	1050	2784	515	1243	1614
CPS1	9	91	36	26	150	62	353	171	1138	29	378	34	43	110	7	26	81	126	37	85	57	1132	81
CPSF1	7713	5489	13528	7807	6598	8796	10592	3301	4024	4108	3482	6870	7272	10154	13304	14754	7503	14318	5153	3898	2018	5746	2343
CPSF2	1788	2655	3083	1431	2440	2209	2129	925	2344	2432	1343	1290	1411	2166	1686	5134	2261	2934	2613	1964	1273	1752	1995
CPSF3L	6792	5053	7621	3347	4838	11503	3033	3779	2825	5729	2797	7955	5470	4726	13604	6487	5155	6529	5217	4209	1319	3326	3185
CPSF3	1951	1780	2529	2892	1525	3080	2582	1435	1493	1837	918	2043	1747	2543	3446	5755	1512	3860	1611	1623	639	1990	1823
CPSF4L	3	2	4	0	2	1	0	2	1	0	0	4	3	3	10	0	2	2	1	4	1	1	0
CPSF4	4996	1692	2283	1552	1211	2449	2021	1364	1067	1707	962	1865	1885	1457	2506	3159	1137	1011	1121	1100	361	1416	2193
CPSF6	3107	4333	5260	3635	4990	4836	4296	1656	3660	3807	1932	2506	2806	4356	4227	6823	4193	5167	3463	2849	1645	4333	2847
CPSF7	4816	5390	6605	2257	5229	7086	4203	1500	2110	3844	2758	2760	3070	3691	7627	8181	3480	5604	5462	3183	1971	3068	2934
CPT1A	648	3560	4387	1028	2294	3099	3477	1014	2365	4294	1538	3254	2424	2253	2725	2554	1310	6061	3410	2792	1115	2819	3598
CPT1B	677	1503	2386	1193	1463	5514	1072	704	1800	1761	613	2064	1863	920	924	1433	2237	2114	2343	484	259	1534	409
CPT1C	1780	412	84	236	214	94	44	154	113	113	314	200	385	374	642	128	60	117	224	181	38	314	218
CPT2	669	2408	2987	1279	2141	2172	839	1365	1294	2507	666	1511	1027	1161	1327	3324	1369	2023	3148	3979	697	1399	1238
CPVL	633	615	311	2055	397	236	341	2367	1162	2093	992	1951	1319	2984	412	500	467	431	1371	740	369	691	2292
CPXCR1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
CPXM1	541	2021	300	4260	2658	3956	465	4161	2828	824	3562	5320	9637	1996	315	835	1206	409	927	1696	1442	1609	5796
CPXM2	214	602	1272	6354	1646	381	310	876	2050	1099	97	2801	2484	395	356	212	2157	684	1600	1235	721	1356	2107
CPZ	713	593	307	1262	879	1083	110	1967	1136	417	97	3370	3461	797	137	260	715	475	1019	1102	270	1684	1996
CP	1127	777	584	5893	915	16	12	1303	275	39	57	263	42	1273	1609	494	152	14	211	511	581	46	16097
CR1L	7	3	2	12	0	0	1	1	0	4	0	2	0	37	19	3	2	8	3	0	1	0	0
CR1	6	40	29	93	56	5	23	90	136	120	273	60	41	59	85	57	9	14	267	42	20	21	789
CR2	44	31	12	22	33	19	2	65	3	6	4	54	99	34	80	64	1	2	848	6	7	4	1659
CRABP1	1580	433	6230	11712	707	3	12	20	16	15	1056	2011	6636	7711	7960	13	66	14	23	7	85	68	191
CRABP2	44111	4799	7925	9710	14874	52713	15564	792	18559	12214	9472	13829	50844	13235	525	4606	29003	67928	46902	512	5868	20396	12504
CRADD	192	301	474	320	363	1116	1184	260	374	467	177	459	742	322	199	321	304	298	396	415	109	333	299
CRAMP1L	655	2965	2256	744	3324	1005	1377	401	2982	1407	1377	867	882	1210	1942	1751	2726	4830	1317	2117	964	2883	865
CRAT	1473	6421	5642	1863	10689	1678	3180	26137	1112	2544	1708	10805	6872	1475	1951	2681	3291	5233	5274	57515	2790	2400	3059
CRB1	1	13	1	2	8	13	7	0	1	5	9	2	2	7	6	3	22	8	36	1	10	19	6
CRB2	15	56	71	10	54	11	5	8	4	5	18	21	15	101	19	3	14	10	94	24	56	10	40
CRB3	1904	837	1524	698	985	1440	1000	807	990	689	351	1222	815	313	730	848	844	1723	840	1221	370	1016	764
CRBN	1909	1662	2085	571	1456	1468	1121	483	1120	1729	867	1043	1324	1255	722	1513	1778	1501	1615	875	598	1457	973
CRCP	2125	2951	2873	2249	2711	2836	3331	1377	2486	3290	1554	1751	3193	2399	1862	3077	1958	2567	2845	2204	995	3301	1137
CRCT1	14	0	0	0	1	0	0	9	0	2	0	0	0	0	1	0	0	0	2	2	0	0	7
CREB1	1584	2158	2738	1083	2135	1609	1978	918	2121	1714	1367	1134	1719	1980	1233	2744	2788	1751	1873	1347	1026	2130	1677
CREB3L1	767	3355	1701	979	4796	1189	3089	1410	1385	7951	763	2201	11511	10946	433	453	1814	853	2121	4566	1319	1409	1756
CREB3L2	1013	5793	6926	8706	7049	1882	3592	2351	2659	4914	4336	1899	2444	4991	3904	14523	3534	2096	5294	7101	3363	3418	3419
CREB3L3	1	0	0	7	0	2	0	1	0	0	0	0	0	4	8	6	2	4	1	0	0	0	0
CREB3L4	3323	8251	7303	4297	9516	14297	11922	3611	2158	9721	985	9978	28751	1139	2101	3347	7126	3027	10830	4413	3221	10845	3062
CREB3	3994	2823	3981	3312	2649	5293	1126	2171	3182	4091	1101	5292	6422	12136	1216	4385	2726	2539	4481	1940	1160	3913	2522
CREB5	102	1202	272	301	1056	50	99	41	211	199	904	216	126	153	35	101	93	31	122	247	120	158	409
CREBBP	1842	7577	7233	2067	8499	2826	5099	1018	3546	3240	3415	2617	3517	4897	3820	4990	6002	8913	4717	3703	3482	7498	3033
CREBL2	2409	3694	5919	1647	3486	2282	1772	2321	4843	4362	1713	2399	3249	3025	643	1967	3477	2721	2515	2651	1698	3866	3057
CREBZF	1025	4122	5898	1080	5916	2602	1853	1067	3623	3891	2284	2234	2846	2672	2225	3242	2429	2916	3690	2185	1559	4835	2976
CREG1	10277	7424	4496	5790	4895	5696	2064	6450	4127	8569	2897	5735	6030	8240	2924	4871	3144	5566	7154	4197	2588	8919	6402
CREG2	2	0	2	10	7	1	3	1	2	3	10	0	12	0	0	0	3	5	8	2	0	0	7
CRELD1	1288	1972	2589	1213	2062	1947	1314	1329	1367	2837	1449	2966	3179	1012	1348	1680	2823	1562	2192	1474	622	1823	1072
CRELD2	1102	1752	2343	4451	1401	4225	1176	3629	1718	3233	1210	3228	4127	2412	2149	2110	1868	1992	2334	2327	458	2348	2126
CREM	978	1348	1004	1360	689	775	660	614	1089	1137	688	947	1002	1866	769	867	748	926	1584	635	485	1603	703
CRHBP	4	26	2	35	7	12	9	30	80	23	9	27	10	15	4	9	1	10	36	7	5	29	20
CRHR1	642	152	14	19	37	12	28	7	17	1	116	34	38	913	22	58	33	3	22	7	11	10	18
CRHR2	0	1	5	0	1	0	1	2	1	2	0	0	2	0	0	1	1	1	3	2	1	3	0
CRH	0	2	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	2	0	0	0
CRIM1	894	8304	9846	1457	8482	1899	624	1311	8383	7979	4345	1335	1123	2891	1270	10149	4075	6747	5206	2569	3864	7884	2994
CRIP1	16957	12918	4964	5709	11744	65026	4274	4903	53427	15105	962	21625	20604	2803	1711	1486	9426	6638	12433	3185	4274	8540	5331
CRIP2	19798	14519	10185	7320	15941	21803	17728	11470	40766	9532	2332	25241	24403	1583	2891	7609	14648	15618	10723	9879	4048	9027	11047
CRIP3	40	2	31	16	10	17	29	5	5	1	1	19	23	24	7	38	25	5	17	2	1	9	11
CRIPAK	187	766	766	197	1069	776	287	235	822	693	443	873	568	211	308	451	906	1607	561	413	422	783	250
CRIPT	2153	556	1100	921	589	690	498	562	1076	527	292	718	719	1042	536	2124	717	747	509	432	251	796	730
CRISP1	0	0	6	0	0	0	0	0	0	0	0	3	1	0	0	0	1	0	0	0	0	0	0
CRISP2	17	7	4	8	3	0	0	1	0	0	3	0	0	6	3	0	0	0	9	10	0	0	10
CRISP3	12	102	3257	0	122	82	71	1764	36	13	6	136	327	2	0	2	3	153	381	839	5	2	1500
CRISPLD1	3378	1675	480	4770	1563	842	24	111	672	138	1338	172	1101	1805	645	2919	366	61	503	354	457	1249	353
CRISPLD2	1213	4481	908	3785	3562	2205	1178	2499	4207	3568	1547	4891	5344	5004	1129	1780	2151	1468	3685	7494	3358	6278	4268
CRKL	1626	5409	7332	2324	3993	2216	2382	960	4150	3169	2409	1276	1885	4643	3598	5437	5356	4823	3282	3310	1239	3181	3034
CRK	855	2443	2421	753	2417	1166	1550	1126	1509	1436	1151	1016	1230	1101	998	3612	878	936	1736	1495	1038	1773	1134
CRLF1	1450	211	214	4163	232	378	248	194	82	219	3829	709	272	343	79	6	29	53	88	114	72	146	62
CRLF2	0	2	1	0	4	1	0	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0	6
CRLF3	256	707	832	957	646	503	180	426	649	854	347	324	386	1020	806	2104	706	655	672	314	394	1008	906
CRLS1	910	1687	2404	1382	1536	2619	2560	981	1986	2122	1190	1731	2727	2449	1598	1700	2415	1409	1289	1534	594	1903	1523
CRMP1	1676	201	539	131	231	107	82	126	102	232	1940	306	242	1152	32	287	304	146	126	440	93	175	220
CRNKL1	1200	2291	5060	1735	2300	2650	2375	1018	3113	2677	1248	2597	3114	2247	1919	2108	3414	4015	1929	1398	1029	3841	1980
CRNN	0	0	0	0	1	0	4737	0	0	0	1	1	0	0	0	0	0	0	0	4	0	0	1
CROCCL1	1112	1990	1765	779	1508	2715	2664	590	857	1757	530	2286	1477	1972	2359	2154	1464	2066	1243	955	492	1396	901
CROCCL2	87	183	357	79	296	255	105	57	215	151	124	121	117	139	139	277	278	207	159	74	61	221	62
CROCC	1470	2545	3155	1509	1732	4943	3880	846	1543	2348	515	3069	2506	4087	2271	2407	2654	3625	1707	1317	721	2685	1091
CROT	577	1428	2180	189	2289	2851	272	1994	1595	890	682	1180	1972	437	151	555	2957	941	1900	4223	799	2772	366
CRP	0	0	1	2	2	1	0	0	1	1	0	3	4	0	0	2	1	1	0	9	1	3	0
CRTAC1	288	85	3	193	47	22	278	39	61	167	265	68	110	28	0	56	15	6	23	204	10	69	76
CRTAM	19	49	12	47	23	8	7	204	37	46	71	81	49	567	99	28	43	37	126	28	21	22	233
CRTAP	4280	7671	8967	4987	6608	10031	4161	6055	9061	8571	8648	9668	9647	4777	5223	3930	5672	4989	7649	6950	3934	7353	7359
CRTC1	862	1584	2171	633	1425	2144	1520	468	1447	1167	760	1619	1434	1087	1357	1202	1749	2416	1166	752	419	1027	641
CRTC2	5096	3676	3403	3224	2889	4372	2482	1517	1992	2091	2283	3293	5398	5106	6293	4396	3400	2654	4120	1682	1283	3643	1679
CRTC3	2153	2874	3844	1490	3231	2201	1899	939	2206	2076	2396	1695	1852	1783	1568	2305	3851	3297	2362	2425	1136	1676	1908
CRX	0	0	1	1	1	1	0	0	0	0	0	1	0	0	3	0	0	2	0	0	0	0	0
CRY1	723	1723	1394	508	1638	943	483	438	1869	874	1043	931	754	1463	668	1898	1119	1018	1473	1059	492	932	798
CRY2	1364	3573	6358	1051	3212	2638	1504	1328	2390	2530	1534	4274	3637	1772	1292	1296	3563	2585	3411	2039	1761	2224	1552
CRYAA	4	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	4	0	0	0	0	1	0
CRYAB	117580	2514	737	8199	1718	468	318	752	8589	429	537	6518	908	5312	255	4745	860	140	897	1602	551	410	1314
CRYBA1	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0	0	3	0	2	0	0	0
CRYBA2	34	0	1	0	1	4	147	1	0	2	8	4	2	42	31	1	0	1	0	7	0	7	17
CRYBA4	0	1	2	1	0	13	17	16	1	0	1	9	1	0	2	0	9	5	0	0	1	0	5
CRYBB1	33	13	6	23	5	17	11	47	21	72	5	57	31	40	7	11	11	27	15	20	3	14	28
CRYBB2	24	19	29	30	4	18	14	14	6	6	1	38	8	37	21	32	4	16	12	13	0	2	16
CRYBB3	6	1	4	15	1	6	0	7	7	4	1	1	23	5	5	6	8	4	3	2	3	2	0
CRYBG3	40	730	222	54	377	37	40	59	494	235	1163	46	78	129	155	128	441	85	815	620	527	229	583
CRYGA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CRYGB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CRYGC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CRYGD	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CRYGN	3	3	4	5	3	0	2	5	9	0	3	2	10	4	0	1	29	3	5	2	1	6	21
CRYGS	56	41	49	47	30	94	23	66	50	19	26	104	29	24	27	47	77	39	24	17	6	41	22
CRYL1	509	1150	1166	433	777	2941	371	1675	1623	2200	1251	1617	1512	427	165	596	535	967	1732	1735	654	827	1420
CRYM	13	45	4	18	200	28	251	138	17	854	5	2355	1565	38	4	16	18	1	109	311	180	21	67
CRYZL1	1390	842	1151	459	723	915	237	299	809	1061	400	612	970	581	398	716	808	848	778	394	237	825	691
CRYZ	401	2494	2504	1448	1383	3590	457	529	4249	830	1165	1472	1429	1233	356	3598	2760	898	1104	473	1096	2434	1441
CSAD	401	1455	1378	224	3455	7379	718	544	1965	3066	801	3194	1381	678	407	495	2444	2146	4641	450	739	2303	230
CSAG1	31	0	0	3	0	6	15	858	14	5	0	1	1	26	5	1	0	1	1	1	0	0	1
CSAG2	0	0	0	0	0	0	0	285	0	0	9	0	0	0	2	0	0	0	0	0	0	0	0
CSAG3	129	3	1	0	0	0	1	697	0	0	33	0	1	214	67	23	3	4	1	1	0	0	10
CSDAP1	185	92	132	81	79	30	54	48	57	62	56	27	17	93	240	328	70	20	40	57	30	32	75
CSDA	20167	7814	7824	7665	6410	3226	5008	5342	6398	5936	3570	4368	3039	7681	26675	17277	7598	1844	2766	4555	2242	3562	5385
CSDC2	68	123	57	50	312	240	75	30	149	51	15	399	241	29	18	13	243	15	99	118	102	306	61
CSDE1	20653	31056	36683	16398	25590	17540	24777	11048	22741	18686	15789	13823	17334	23305	14623	45334	30081	33851	24533	26639	11238	19631	25390
CSE1L	5252	4077	5704	5360	4098	6393	2954	3247	2740	5370	3586	3426	4044	6657	10316	8029	4755	5624	4420	3531	1871	4893	3810
CSF1R	1658	1953	2212	2710	1948	590	832	2330	1581	6267	2655	2428	3015	7014	2228	2331	1968	1416	3480	1780	876	1730	4654
CSF1	1679	1229	2002	525	1420	331	236	634	1074	4658	787	633	637	3523	1460	913	713	1674	1876	765	745	633	924
CSF2RA	519	343	189	404	359	63	125	351	168	446	166	420	518	1355	355	636	182	297	564	353	182	373	811
CSF2RB	266	679	297	886	496	115	181	783	651	892	212	402	807	2833	1377	595	208	360	2007	542	548	289	1906
CSF2	2	22	0	5	0	0	0	0	0	1	0	1	0	0	2	2	1	0	1	0	1	0	3
CSF3R	173	772	14215	224	1442	1398	240	451	3204	1222	271	5225	754	703	519	318	10692	3282	677	384	1145	721	357
CSF3	0	41	3	9	1	0	6	2	49	49	0	103	10	3	1	0	0	0	78	2	156	3	5
CSGALNACT1	169	554	607	419	454	165	209	379	401	603	393	348	3159	481	156	196	305	271	437	1741	394	406	1455
CSGALNACT2	493	1574	1570	1445	1300	1055	541	627	1681	1586	1222	693	866	2760	714	1579	957	1342	1131	1211	686	2206	1530
CSH1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CSH2	1	0	0	2	0	0	0	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0
CSHL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CSK	6710	3167	3848	4168	3631	4547	4495	4003	2913	4747	1963	3310	3468	5647	6936	6186	3988	5566	3550	3049	977	2160	5298
CSMD1	59	560	13	1	30	5	5	35	9	17	52	3	11	8	4	16	51	9	41	43	10	6	14
CSMD2	317	21	26	249	58	20	35	18	42	18	119	17	38	362	16	38	50	42	8	77	23	74	62
CSMD3	0	0	0	0	0	1	2	0	0	1	38	1	0	73	0	0	0	2	0	0	0	13	0
CSN1S1	0	11	0	0	0	0	10	0	1	0	0	7	0	0	0	0	0	0	0	56	0	0	0
CSN1S2A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CSN2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
CSN3	0	103	0	1	5	0	0	0	0	0	0	0	3	3	0	0	4	0	0	0	3	0	0
CSNK1A1L	0	5	11	0	8	6	3	1	0	4	3	2	5	7	0	6	4	5	16	7	3	6	2
CSNK1A1P	1	0	1	0	1	0	0	0	1	0	1	0	1	0	0	1	1	1	0	0	0	0	0
CSNK1A1	9883	14941	21680	7617	19389	14435	13669	5495	15319	18341	10460	10962	15317	9458	3466	5859	18336	15802	18075	12236	7469	14377	9858
CSNK1D	5297	9987	12096	5914	11639	10247	7582	6112	9606	10063	7236	7396	9294	6347	12061	10517	10874	8600	9667	10795	3963	11456	6789
CSNK1E	3358	9311	9224	3963	7788	7648	6116	2174	6933	6273	5647	2804	5005	5300	7909	7432	9503	10189	6287	5470	1847	5858	4447
CSNK1G1	1013	1481	2137	846	2032	828	1241	372	1453	1117	706	736	536	792	603	2393	1737	2780	1096	603	695	1147	685
CSNK1G2	1931	4531	5069	3867	4667	6225	11595	3206	4091	4028	3018	4227	3927	3350	5886	5528	4014	5368	3486	4187	1368	4092	5055
CSNK1G3	737	1584	1974	825	1634	1575	891	475	1661	1813	1580	802	1069	1003	342	2235	1778	1900	1241	1010	660	2107	997
CSNK2A1P	187	851	1088	211	1069	277	845	172	552	515	751	121	234	574	722	987	640	1194	767	739	457	623	639
CSNK2A1	1536	2850	3193	1581	3071	2057	3649	965	2495	2162	2031	1365	1761	2707	3135	3135	2653	4171	2564	2369	1207	2520	2238
CSNK2A2	929	643	1325	893	600	1138	1244	581	699	1062	958	562	595	1398	1525	661	499	694	614	547	251	537	699
CSNK2B	14964	5249	9001	13031	4629	14524	8697	6382	6834	6444	3886	10193	8237	8966	10757	9693	10407	6925	5227	3781	1840	4539	6007
CSPG4PY2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CSPG4	521	1255	966	8823	1315	781	1177	844	2099	1596	5963	1029	1125	3909	1226	723	1364	3569	950	3701	578	1265	821
CSPG5	83	43	82	188	39	347	27	281	37	55	98	171	26	25	140	86	38	21	121	401	69	70	38
CSPP1	239	1311	3569	620	1312	482	1129	183	709	682	340	316	525	1094	813	1443	1231	1119	691	567	413	1254	323
CSRNP1	2262	5187	3682	1362	3933	1704	982	1426	3827	3132	821	7812	1983	1353	1380	1081	1234	1109	5317	1954	7401	4878	2396
CSRNP2	705	2193	3128	1497	3365	1605	2248	442	4678	1593	1986	833	1588	1432	2166	2773	4351	4886	2485	1389	1333	1326	1611
CSRNP3	20	17	6	0	26	3	0	0	1	1	37	0	6	2	6	0	2	0	22	16	9	41	2
CSRP1	7180	34218	23923	17578	30135	13372	5906	5576	14224	10078	8954	24691	45081	36319	3815	7592	13881	11194	13497	20844	11028	7829	17326
CSRP2BP	933	1317	2863	797	1238	2507	1594	670	1672	1870	874	1256	1957	1543	1379	1821	2018	1749	1415	1147	500	1716	1066
CSRP2	1973	422	638	1697	283	889	449	326	448	227	345	637	732	2532	895	1306	383	170	427	432	227	324	1202
CSRP3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CST11	0	0	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
CST1	1	1	419	2719	4	84	38	69	27	2	0	158	1	2409	573	23	27	3925	103	411	453	46	2863
CST2	6	0	359	25	75	361	2	1	50	61	0	449	58	313	1	13	425	93	39	286	52	233	7
CST3	8001	10071	34656	15199	9494	38995	7656	25008	67301	20260	5708	59686	49331	23968	4140	5970	11483	10757	21183	7839	6223	19689	16174
CST4	0	0	21	120	77	54	35	2	2	0	0	8226	219	95	8	1	50	322	1102	16	236	45	48
CST5	1	4	201	0	10	17	0	0	1	2	0	19	6	2	0	0	8	78	7	0	6	2	0
CST6	376	119	31	61	290	29	119	19	9	9	16	186	131	11	46	26	564	639	27	598	22	102	2093
CST7	137	204	88	438	116	72	26	1765	208	192	407	586	357	1119	713	143	283	173	864	95	90	79	904
CST8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CST9L	0	1	21	0	0	173	0	0	135	0	0	5	2	0	1	0	38	13	5	0	0	15	0
CST9	0	28	800	0	35	1313	0	0	11300	23	1	112	52	5	1	0	304	619	83	0	1	300	0
CSTA	2971	195	224	280	209	179	131	748	171	147	98	194	168	3005	296	91	61	59	62	1020	48	93	435
CSTB	31697	5731	10188	37279	3839	5564	2494	11991	6215	4518	1629	6029	4934	9358	5448	13615	4084	5248	4201	10825	1653	3650	9020
CSTF1	1573	1387	2224	1286	1126	1643	8454	1547	1332	1400	860	1557	2126	2183	1693	2477	1464	1155	1468	1191	552	1394	1075
CSTF2T	998	1770	2849	1871	2023	1954	1532	816	1845	1829	820	1234	1442	1854	296	2132	2337	1883	2365	1813	1042	1925	1697
CSTF2	795	604	1524	913	1077	1448	364	392	523	569	238	517	1128	728	1568	1462	607	1025	737	539	321	601	620
CSTF3	2056	1762	2456	1662	1622	2320	2688	761	1666	1983	983	1188	1166	2195	2758	3709	1808	1507	1660	1097	620	1628	1127
CSTL1	0	1	0	0	0	0	1	1	4	6	0	1	0	0	0	0	0	3	0	0	0	0	0
CSTT	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0
CS	5168	10253	11566	5119	8723	8794	8535	5067	7408	7174	4885	5284	6734	6900	8424	9926	6561	16326	7473	7124	2782	6040	5745
CT45A1	237	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
CT45A2	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CT45A3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CT45A4	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CT45A5	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CT45A6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CT47A10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CT47A11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CT47A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CT47A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CT47A6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CT47A7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CT47A9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CT47B1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CT62	18	104	136	0	239	75	0	0	119	157	100	73	33	2	0	0	77	68	352	12	96	66	4
CTAG1B	30	19	0	0	1	6	2958	7526	0	0	0	6	0	0	2	1	0	0	0	0	0	1	1
CTAG2	0	0	0	0	0	0	0	5	2	0	0	0	0	0	0	1	0	0	0	0	0	0	1
CTAGE1	8	10	30	6	15	3	4	3	9	24	9	1	6	8	1	14	12	11	23	10	6	5	4
CTAGE4	297	204	91	58	298	124	48	105	248	100	67	109	166	56	258	329	91	67	210	126	83	123	43
CTAGE5	1035	2439	5670	859	2106	2229	955	1271	1692	3470	1425	936	1431	1447	743	1374	1842	1458	3588	1480	823	1400	1916
CTAGE6	11	15	6	9	53	5	2	1	16	5	12	2	14	9	16	33	17	12	23	16	10	7	0
CTAGE9	776	543	304	276	955	399	98	227	697	302	220	204	368	152	784	895	308	259	526	442	382	430	153
CTBP1	7040	7209	9484	5772	7100	12730	11112	4970	6275	6990	4464	8091	8868	6030	5881	9692	8566	8980	7435	7103	2661	5506	6813
CTBP2	2017	7474	8069	3734	7462	4412	4897	1215	3927	3907	2183	3624	5398	586	4414	4918	7438	7588	5949	2916	3517	7768	4052
CTBS	353	1860	1329	450	1305	1253	229	1476	1729	2388	743	709	948	1015	283	654	679	806	1606	1559	557	1761	1034
CTCFL	20	16	40	53	29	25	28	9	25	16	18	11	14	38	34	84	24	35	24	15	22	8	37
CTCF	1398	2978	3617	1680	3438	4673	4735	1427	2352	3064	2053	1598	2152	2911	2319	3571	3401	3097	3854	1859	1268	2400	2559
CTDP1	1055	1536	2589	1645	1755	2376	2119	1332	2175	1585	797	1923	1609	2947	3012	1967	1548	1174	1723	1393	495	1493	1459
CTDSP1	8474	8369	12628	3163	6826	12073	8505	7063	8674	6868	4571	11779	10410	4525	4386	5537	9611	4009	7667	6843	3218	6987	6189
CTDSP2	4705	12421	18237	4260	11906	4013	5715	4208	9933	8519	8362	5518	4645	8496	5086	7656	9375	9460	7660	11215	5146	7936	7255
CTDSPL2	627	1385	1383	559	1731	1018	1170	321	1121	1086	1161	559	612	778	487	2133	1087	1271	1147	683	754	1404	758
CTDSPL	1152	4076	3026	1249	3537	3034	2886	2019	1661	3414	1740	3592	4050	2179	1022	2178	1942	1777	2733	2497	1165	3272	1569
CTF1	250	176	182	292	307	91	171	76	140	36	254	637	800	184	305	219	239	43	254	113	100	1091	88
CTGF	7609	21896	15975	36694	37377	14280	4452	19698	14938	16362	15971	52153	40166	31946	4803	7039	9496	11506	25165	45842	31445	24389	20823
CTHRC1	4249	2053	882	11558	2532	4959	927	3876	4479	2660	333	5366	7824	9895	5102	6272	2988	1970	1347	5028	1892	7466	7958
CTH	6	204	171	61	86	194	20	65	144	167	51	71	54	84	78	303	118	156	130	371	86	467	139
CTLA4	69	36	17	182	32	47	10	316	20	102	409	90	58	846	360	74	37	109	154	77	35	10	258
CTNNA1	12284	24050	25034	15190	22725	16212	19902	4913	18248	14090	14490	12454	26423	12770	18424	22797	28140	24194	17020	24044	8686	21063	16488
CTNNA2	14	4	0	3	10	0	1	138	1	2	0	2	1	10	0	3	1	3	6	2245	0	1	2
CTNNA3	5	2	1	0	0	3	0	1	11	1	0	0	2	1	1	3	2	1	2	2	5	1	0
CTNNAL1	116	1550	869	699	700	797	621	358	724	702	1020	1030	1580	2476	1814	819	303	279	926	495	390	697	845
CTNNB1	6319	21554	20319	12655	22654	23722	15999	9117	19214	13291	12226	15546	15867	21774	8360	17735	20297	27670	24627	17379	10157	19703	10917
CTNNBIP1	2838	2523	5338	3017	2318	4365	2193	7713	1576	2213	1716	2616	1825	3547	2506	6116	2808	1958	3248	5911	1062	1869	3294
CTNNBL1	3278	1814	2217	2534	1496	4012	1892	2522	2181	1752	1521	3226	3444	3066	2585	2698	1811	1864	2080	1194	715	1592	1967
CTNND1	7315	20926	27009	4594	20062	4956	12512	3160	9912	16273	10502	4485	10211	9474	7001	12772	11756	16175	17757	11871	8383	14616	11884
